ID	PG.ProteinDescriptions	PG.Qvalue	PCK1	PCK2	PCK3	PCK4	PCK5	PHC1	PHC2	PHC3	PHC4	PHC5	CK1	CK2	CK3	CK4	CK5	HC1	HC2	HC3	HC4	HC5
A5PK72	Uncharacterized protein OS=Bos taurus OX=9913	0.002463118	2440.388428	5878.095215	2012.30249	11255.09473	6692.4375	11548.63281	9914.061523	6764.104004	5790.543457	6643.544922	5247.803711	8442.15625	2561.278076	9884.761719	1947.072998	7924.185547	4693.54834	3691.521484	16466.64453	4113.78418
P05307	Protein disulfide-isomerase OS=Bos taurus OX=9913	0.065193762	1	1	220.4717102	1.262094021	1	1	1	2394.380859	1160.400879	1.696228027	1	282.3228149	842.7930908	200.26651	1	3123.322998	2539.812744	1	1272.934082	1
A6QM09	Uncharacterized protein OS=Bos taurus OX=9913	0.002463118	15352.44824	15956.21191	23380.58398	23351.61133	35058.5	50140.3125	162786.75	51109.125	11658.68457	21919.24414	21993.55664	23897.42773	50650.89063	31866.90625	41518.40625	46661.26563	184471.5781	34367.18359	23178.07813	9880.820313
A6QNJ9	BAZ2B protein (Fragment) OS=Bos taurus OX=9913	0.002463118	540297.3125	444566.25	721027.625	666064.5625	643291.1875	1017107.25	718889.3125	714457.6875	875979.8125	831360.4375	620506.375	343871.4375	574672.3125	636770.875	383937.4375	963917.4375	863116.5	540661	594314.625	536850.875
A6QNW3	PIGR protein OS=Bos taurus OX=9913	0.002463118	10920.05957	8724.995117	11347.05664	19590.00195	11071.30859	7023.059082	4110.666992	2893.663818	8696.515625	8636.234375	6342.937012	8164.197266	9066.985352	12210.81641	10495.85938	11267.78906	3853.67334	3329.810303	8482.170898	10570.35254
A6QNZ7	Keratin 10 (Epidermolytic hyperkeratosis; keratosis palmaris et plantaris) OS=Bos taurus OX=9913	0.002463118	1	5478.46875	692.8656616	668.0274658	146.1656036	2.334724188	330.1352234	232.8823395	1	309.4422607	1.781487346	934.4233398	1237.924194	616.3981934	1496.242188	40.56173706	218.563324	21599.44531	376.5883789	1
P37141	Glutathione peroxidase 3 OS=Bos taurus OX=9913	0.002463118	9480.455078	12353.75391	12467.67578	5363.702637	8974.90332	18850.96484	10548.32422	13373.88281	12635.74414	16195.3418	7990.095703	41382.0625	11268.34277	8806.367188	39177.70313	14013.66699	11037.81445	37890.9375	56159.30469	43503.66406
A6QPE0	PTPN7 protein OS=Bos taurus OX=9913	0.010075375	2600.555664	5738.867188	8935.50293	37755.30078	4990.01709	4789.709473	5585.957031	5044.732422	7686.916016	15249.07715	1	15780.25	4743.647461	17946.33398	17771.06836	7220.401367	7111.827148	6836.003418	15897.82227	5236.445801
A5PKH3	Fumarylacetoacetase OS=Bos taurus OX=9913	0.036727048	4600.714844	1.204557776	569.7834473	1845.751709	305.5069885	1	1742.93103	1	469.4588623	1026.947754	5497.028809	461.276825	924.5716553	1083.755493	1	285.9062805	642.0679932	469.1289673	1	1.055385947
AAK84156	immunoglobulin lambda light chain	0.002463118	56292.37109	56501.65625	27999.1582	62867.10938	60668.79297	67887.28125	86733.4375	60251.32813	42121.94141	89857.85156	66281.91406	62797.67969	41147.73828	44244.98047	74125.3125	74026.32813	88279.28906	48277.71094	74033.16406	61052.39453
AAN07165	"immunoglobulin delta heavy chain membrane bound form, partial"	0.002463118	4471.926758	3108.931641	8461.351563	12647.75977	7800.283203	8692.30957	16858.12109	10294.53223	4684.289551	5789.983887	6397.790527	3041.878906	4440.121582	5426.119629	11511.0625	11285.40918	15731.31445	5509.466797	13012.16992	7977.532227
AAN60017	immunoglobulin M heavy chain secretory form	0.000345987	1581884.375	1300101.875	1800925.625	2624383.25	1605595.625	4064665.75	2192431.25	2836512.75	1631946.75	3510263.5	1627689.125	1793274	2028184.125	2111850.25	1661796.625	3054459.75	2289645	2233921	2290229	2199355
G3N342	Uncharacterized protein OS=Bos taurus OX=9913	0.002463118	158.8323975	1679.227661	1.180294514	695.2789307	851.0682983	1530.15625	6526.355469	1.032058477	1055.38269	2479.279785	392.0604248	1.073258996	928.3244629	1497.401733	1329.156128	2062.023438	2881.337402	264.4334106	687.8375244	650.1157227
AAP55674	"immunoglobulin heavy chain constant region, partial"	0.046592878	1	3636.305176	2.738712311	10996.02344	887.5908203	29763.33008	1033.988403	482.21875	227.5908966	21858.19336	1066.607788	650.2574463	8810.631836	5547.693848	6189.483887	3851.492188	1	2.888229609	1205.572144	570.0579834
A5PKC2	SHBG protein OS=Bos taurus OX=9913	0.002463118	30739.8125	42550.08203	43162.61328	48082.25781	24472.26367	57194.01953	59770.19141	65317.02344	42332.02734	79062.71094	48281.14844	48825.87891	57347.30859	54472.96875	44632.25781	73993.11719	72299.79688	87242.69531	60039.82813	61369.44922
Q5J801	Endopin 2B OS=Bos taurus OX=9913	0.000256574	3229329.75	3185611.75	3103930	5348741	930281.4375	3566789.5	3546846.5	2702768.25	2064128.875	6159791	2582113.25	3614817.5	3232919.25	5517857.5	2966407.5	2736922.25	4704053	3175929.75	2660181.5	2950504
Q6Q0I7	Blood coagulation factor XI (Fragment) OS=Bos taurus OX=9913	0.002463118	1123.436279	1449.864136	1	1	372.1262207	1	552.34375	481.0491028	2356.510254	1808.14917	2314.101563	1351.052856	3.028559923	479.3863525	2127.30249	737.0979004	1260.584473	874.4141846	3941.942139	2033.893555
Q862G1	Similar to insulin-like growth factor II (Fragment) OS=Bos taurus OX=9913	0.002463118	1730.655518	1860.783203	2529.162598	1681.77002	2492.39209	2251.351074	4203.019531	3238.782227	3126.880859	4793.067383	1891.524048	1742.330811	3396.055664	2847.179688	3927.495117	4137.066895	3446.685059	3683.383545	3335.587891	4513.152832
ABE68619	"immunoglobulin gamma 1 heavy chain constant region, partial"	0.005751261	502069.1563	274599.75	179925.8125	498754.5313	164884.5156	268357.1875	193723.1094	331023.5	257285.8281	457997.8438	729602.9375	375660.6563	209778.7188	394252.8125	876666.25	235786.2031	369500.0938	329869.6875	321467.9688	244649.5
ABF29596	"immunoglobulin heavy chain variable region, partial"	0.051077725	2507.159424	13038.88965	1	1	1	1	1236.210938	1	482.2134399	2.24976635	1167.641113	12062.30664	9703.486328	1	1	647.0881958	2272.271973	1	694.8832397	1
ABF48114	"immunoglobulin gamma heavy chain variable region, partial"	0.001332719	5317.977539	6104.243164	3447.860352	7633.619141	10949.08984	13433.99512	10125.32422	4705.880859	7760.876953	26243.97266	7011.900879	9262.027344	4395.09375	7127.026855	11135.47852	12935.83203	9977.588867	6238.822266	16749.6582	15348.13379
ABF48119	"immunoglobulin gamma heavy chain variable region, partial"	0.00837514	823.9934692	6014.551758	6017.161621	4267.413574	645.4493408	1	1	973.0510864	568.7803955	4597.786133	1966.001953	6578.143555	13363.49805	2227.997803	1.149031997	1	1.442050695	1	1374.166992	4864.585449
ABF48121	"immunoglobulin gamma heavy chain variable region, partial"	0.002463118	7051.323242	8845.910156	2115.808105	5598.852539	6166.863281	8428.03125	6899.375488	5297.898926	6734.81543	17823.98047	6918.774414	12426.85156	8138.187988	6159.567383	6128.155273	8834.353516	5668.297852	590.1799927	9527.865234	14509.63672
ABF48123	"immunoglobulin gamma heavy chain variable region, partial"	0.003165886	2867.206299	3743.253906	4268.803223	5971.19873	11042.81543	13558.11133	30053.20703	7463.764648	16070.2666	20414.42383	5723.797852	3293.98999	7254.447754	4790.298828	18176.56641	12671.07813	28260.68359	8724.286133	30239.19141	18177.79492
ABF48124	"immunoglobulin gamma heavy chain variable region, partial"	0.002463118	3706.820313	2057.779785	334.2026062	449.5099792	1889.043945	2644.779541	2458.859619	1374.130249	1999.245239	9095.922852	4022.281494	1431.250366	1852.993164	1608.360718	4885.871094	2543.193359	2164.862305	1310.852173	6005.458496	5825.422363
ABF48126	"immunoglobulin gamma heavy chain variable region, partial"	0.002772692	982.1501465	2547.972656	680.350647	8231.308594	604.0071411	8588.459961	2469.337646	19076.54297	2601.149658	6728.368652	5589.402344	1974.195068	4622.940918	12330.82031	2142.825684	8006.026367	9041.849609	17039.68555	4317.602051	2225.492188
ABF48128	"immunoglobulin gamma heavy chain variable region, partial"	0.037174945	1	1	1	44108.80469	83325.375	3238.322998	49550.12891	40975.34375	1255.30249	2204.328613	1287.812378	1201.886597	651.0980835	4448.937988	1147.300781	88156.375	2885.079102	1110.320068	8183.492676	1
ABF48133	"immunoglobulin gamma heavy chain variable region, partial"	0.002463118	3971.132324	4255.671387	4748.381836	7006.871582	3368.4104	6591.374512	8609.741211	5882.268066	5068.373047	3937.353271	6552.508789	3838.726807	3736.263184	3899.043945	2886.866211	6138.337402	6867.289063	4179.056152	8688.599609	2521.559326
ABF49776	"immunoglobulin heavy chain, partial"	0.002463118	3373.189209	619.2532349	1376.06604	3425.766602	2495.780273	1	2719.029541	3126.43457	1590.483765	5075.025879	663.0283813	1099.810303	3097.58252	3038.892334	2402.564453	2978.773193	1	1	1793.194946	2447.071289
ABF49777	"immunoglobulin heavy chain, partial"	0.001005362	8202.555664	8745.913086	12777.44629	4010.218018	5961.899902	57308.37109	25727.53906	59034.23047	24064.30273	29360.34766	9704.892578	9188.555664	10026.02344	3024.785156	6181.401855	41531.32813	25657	27483.49414	27920.58203	16204.30371
Q1JPB0	Leukocyte elastase inhibitor OS=Bos taurus OX=9913	0.043134765	3092.327148	1349.780151	662.1768799	1	1780.567627	1540.167114	2512.789063	4198.049805	1528.821045	987.7622681	2061.803955	2004.968628	384.5147095	1754.717529	910.8777466	2291.556641	1247.241333	3611.293457	538.418335	1937.250366
G3X7A2	Uncharacterized protein OS=Bos taurus OX=9913	0.010526726	1	16124.91406	8707.466797	4590.370605	149510.1406	15934.06348	69761.10156	12484.47754	37110.14844	89859.01563	34741.73438	47704.82031	22845.47656	32783.53125	19728.4375	16308.62305	66962.82813	36825.83203	8567.230469	34118.04688
ABF60643	"immunoglobulin mu heavy chain variable region, partial;immunoglobulin alpha heavy chain variable region, partial"	0.002463118	56320.79297	91084.86719	70872.09375	143275.5938	70839.72656	135973.9531	62985.89844	67147.78125	106703.6641	290302.75	76391.875	136362.0313	130835.0625	124732.8047	65274.66016	108083.1484	75022.60156	58898.98438	129317.7109	228089.8281
ABF60651	"immunoglobulin mu heavy chain variable region, partial"	0.002237012	43343.76563	47917.40234	43976.35938	131477.6875	55523.34375	130449.2891	133453.3281	133567.7656	49554.69922	87883.79688	62087.69922	54226.42969	93836.94531	112459.75	65278.25	142814.8281	175084.6563	79400.32813	125178.3203	98089.67969
ABF60652	"immunoglobulin mu heavy chain variable region, partial"	0.003833871	12657.67969	5195.959473	4370.554199	5906.349121	33007.71094	9296.598633	12898.42773	15899.03223	12678.35059	15738.70313	13509.78516	11680.90039	14270.24707	7711.944336	47564.92188	11844.8916	4708.153809	4100.405762	26739.55664	69943.79688
ABF60654	"immunoglobulin mu heavy chain variable region, partial"	0.03425778	339.6943359	834.0043945	735.406189	439.8934937	3303.38208	5009.347168	1.516941428	6966.418945	2225.646973	2.267151594	862.1036377	437.6687927	781.5474243	964.6115723	4077.371582	453.7616882	80.93268585	123.2309723	4301.712891	114.1147079
ABF60657	"immunoglobulin mu heavy chain variable region, partial"	0.008449914	761.4606934	1258.062622	572.8026733	6207.099121	1690.476685	5288.6875	6741.915527	2086.891113	2902.522949	2587.383789	2323.830811	2137.974609	2653.072754	5462.663086	1165.111084	3000.340332	3855.689209	1255.925537	3293.87207	2729.063965
ABG67028	"inter-alpha (globulin) inhibitor H3, partial"	0.002463118	3527.218994	3878.953125	7310.422363	1953.818481	1	1	1.153949499	1100.358643	3592.31665	11466.2334	5607.064453	11101.06348	12138.16992	7371.504395	1	1	1	5962.577637	5440.806152	14433.89355
Q0V7N2	Complement C2 OS=Bos taurus OX=9913	0.002381562	10298.86914	9736.354492	6922.618652	7509.498535	3691.333984	9071.052734	14856.48633	8781.088867	12139.16309	8181.486328	7548.830078	5630.492188	7648.927246	6205.645996	6704.831055	9521.741211	10175.49609	12774.2793	14778.27832	9973.410156
A5H2K9	HEAT-like repeat containing protein OS=Bos taurus OX=9913	0.002463118	161789.1094	121189.4453	138948.9063	143694.0156	129523.9453	166878.6563	280105.1875	275711.5938	297594.4063	341846.3125	235866.0938	150934.7813	188015.8594	175069.75	151746.0938	289983.6563	240491.2344	205833.2656	205864.1875	242042.875
A1L555	Prosaposin OS=Bos taurus OX=9913	0.008790066	894.9735718	297.1428223	1124.869263	1209.218506	960.4763794	3824.814941	3312.883545	2441.511719	4119.634277	2939.29248	1707.800293	776.3031616	1289.120605	150.2555847	1	1510.893311	5226.968262	3102.942139	2908.558838	4080.303223
A8DBT6	Monocyte differentiation antigen CD14 OS=Bos taurus OX=9913	0.017793595	889.690979	1348.568481	911.4296875	764.414917	843.3568115	16255.94824	13781.60938	11940.71289	1265.550415	1854.25415	1.104830742	562.3703003	1	531.9836426	1071.879395	27179.93555	984.7719727	1349.124023	7338.640625	2147.399414
A9UIB1	PON1 OS=Bos taurus OX=9913	0.001545919	29645.82813	45686.78906	38758.78125	17939.25781	34783.04297	78128.36719	52692.51172	36633.83984	62209.31641	45675.32422	27762.83984	30731.69531	29994.74414	16141.63672	28939.68555	94786.84375	45098.62891	35531.11719	34802.15625	19468.67383
Q8SPP7	Peptidoglycan recognition protein 1 OS=Bos taurus OX=9913	0.002463118	1652.028198	1	1	1	1297.03894	1	1	783.6934814	1426.007935	532.0144043	1	2102.449707	1289.567871	436.1547852	3224.391846	1566.039307	1000.928955	7324.208496	5047.885742	5281.231445
Q8MJ16	Attractin OS=Bos taurus OX=9913	0.008588799	458.962677	807.1591797	1413.512451	3163.795898	823.6970825	2739.082031	2504.203125	1716.07019	1879.423584	1982.952148	1038.95752	622.8109741	737.678833	1781.651611	1666.396118	1411.020264	1823.455688	894.4332886	1044.206665	1117.981689
G3MZE0	Uncharacterized protein OS=Bos taurus OX=9913	0.09019679	1372.629517	277.8769531	735.8911133	706.5620117	452.3919983	1677.734375	2377.687012	421.9358521	224.509201	740.8336182	1.546129107	1432.665894	93.05634308	1.399326324	115.7788086	713.7427979	1	1112.266602	1028.490479	1251.276489
G3X7I5	Uncharacterized protein OS=Bos taurus OX=9913	0.002536784	533.8999023	5293.848633	10896.08594	17429.4043	12203.87988	1	16243.45117	7240.315918	13901.63867	15748.0459	1762.235107	8060.78418	24007.44141	13076.5332	11996.3125	22432.74219	26080.96094	6143.554688	28158.16016	13616.88184
A0A2H5BTP3	MHC class II antigen (Fragment) OS=Bos taurus OX=9913	0.002463118	11404.13867	4743.415039	8744.327148	877.7107544	4302.248047	234596.5	13846.46582	3221.273682	2544.572754	7374.205566	16839.45508	1522.507935	3180.480225	12664.10156	1975.981201	198962.0469	9266.59668	5867.641113	4193.27002	6060.749023
A0A2H5BTP4	MHC class II antigen (Fragment) OS=Bos taurus OX=9913	0.001799357	1588009.25	14565.21289	16350.9707	21669.47266	2355.862305	10389425	356330.8125	34649.06641	8494.813477	13766.64258	1896576.5	18468.44336	6255.564941	6768.722168	217.2797394	7564116.5	156415.9063	11851.2959	12821.22754	7150.783203
G9HQX2	MHC class I antigen (Fragment) OS=Bos taurus OX=9913	0.003324658	4.329837322	1.837503672	1	522.8960571	591.7052002	1	1.176559806	6444.355957	1	3213.783447	295.5808411	1	1	2105.062744	1420.858887	1	1	6420.471191	1	1830.48999
AEY68826	"immunoglobulin heavy chain variable region, partial"	0.002461947	40236.14063	35416.56641	18441.74414	33031.53906	39627.50781	61044.76172	73892.77344	22016.66797	28042.58984	37932.89844	10221.21973	41948.69141	56240.28906	45312.66016	28161.6875	55064.01953	84936.82813	99040.57031	66346.38281	34766.83984
AFA35817	"MHC class I antigen, partial"	0.002155017	1	205.7471466	554.963501	8090.076172	147.8144073	647.4272461	1136.327148	19305.41016	522.0184937	12836.88574	728.6149292	1	1310.550537	6947.780762	523.1555786	767.4609985	712.9020386	17928.93945	1189.064331	6324.147461
I7CT57	Vitamin D binding protein OS=Bos taurus OX=9913	0.001291736	578545.0625	717544.875	593649.75	736600.375	941051.4375	1076855.25	1011548.938	1530362.125	953605.3125	1441957.375	618937.1875	889442.125	552921.4375	1038436.25	1516586.25	1169337.25	865307.875	1575612.25	887435.25	964132.5
K4JB97	Alpha-2-macroglobulin variant 4 OS=Bos taurus OX=9913	0.002463118	1	1509738	100838.1328	615036.75	12266.9082	942214.75	1734770	1112973.875	1459830.5	80542.28125	14154.58105	1542583	105601.4063	722388.6875	21323.50781	864231.625	1763708.625	929053.875	1794219.875	67807.03906
K4JF16	Alpha-2-macroglobulin variant 23 OS=Bos taurus OX=9913	0.001958147	96929.85156	72164.69531	102239.5547	79265.8125	145073.6563	175835.1875	229795.4063	232650.1719	285339.5	621077.875	149808.5938	111597.2969	103099.0234	109500.3906	202614.5625	147164.0625	279091.4688	173065.2031	236259.125	207599.0938
AGN29222	"immunoglobulin mu heavy chain variable region, partial"	0.004589049	1934.983887	4860.523438	2116.212646	11917.76172	3241.27002	3149.707031	5505.641113	3004.70166	5856.07666	14887.94141	6052.073242	10718.88672	4634.446777	10073.14063	5060.494141	5302.060547	6543.579102	1727.415283	26256.20313	14142.06836
AGN29225	"immunoglobulin mu heavy chain variable region, partial"	0.002237012	128112.3281	75675.08594	120997.5547	177934.0625	116402.1094	341124.0938	100010.7656	272255.4375	77735.55469	254327.1719	80627.28125	69819.3125	77750.17188	123968.9766	101181.7969	198129.25	73431.08594	144310.2813	103430.4141	175618.625
AGN29226	"immunoglobulin mu heavy chain variable region, partial"	0.002463118	51461.51172	87570.50781	43125.12109	112872.875	115045.8047	126723.0469	51808.71094	63907.98047	58422.69531	278675.3438	62277.21094	76771.80469	56028.69922	94501.58594	122932.2109	109778.6328	48869.57813	40663.47656	101667.9609	215522.3281
AGN29231	"immunoglobulin mu heavy chain variable region, partial"	0.002463118	136748.1563	28004.01563	50225.68359	45532.42969	93830.5625	271900.25	64843.10938	184530	57440.71875	119650.9141	34651.48828	49190.20703	52178.71484	31539.70898	120985.5859	176522.2813	52168.54688	100473.3984	58898.07422	49094.125
AGN29232	"immunoglobulin mu heavy chain variable region, partial"	0.002463118	3484.022461	4899.425781	2264.376221	6714.199707	12443.13281	10534.08691	2785.029541	4697.566895	8242.110352	34820.52734	3873.683838	7804.008789	5505.686523	5428.891602	12156.04492	10266.53516	2761.354248	2347.228516	10057.09863	19561.26758
AGN29238	"immunoglobulin mu heavy chain variable region, partial"	0.011156561	1	1.431972146	797.5465698	2311.412109	2222.162354	3608.880615	4875.889648	4829.406738	2437.277344	1	1	4093.982666	1593.112671	5073.353027	2374.077393	3868.528076	3411.287354	3951.555664	2756.345215	1
AGN29243	"immunoglobulin delta heavy chain variable region, partial"	0.002463118	25558.71484	25932.47656	21547.14844	42395.20703	24361.74805	45721.14453	47543.53516	25748.52344	56326.52344	62686.91016	37658.85938	49586.22656	25256.70508	49569.60938	47640.89844	92843.4375	57088.98828	29581.75195	64350.24609	64876.375
AGN29248	"immunoglobulin delta heavy chain variable region, partial"	0.002463118	8396.126953	20553.68359	9390.927734	13427.51074	8554.554688	16455.61328	5182.005859	7653.709961	14363.81348	18614.10156	9468.470703	22647.61328	14475.50781	10471.66309	7213.496094	12324.60742	3724.268555	4242.710449	27845.83789	15195.89453
AGN29249	"immunoglobulin delta heavy chain variable region, partial"	0.002463118	225329.8594	315144.7813	238488.6094	684678.125	234162.7969	329683.5625	372489.75	271784.5938	272534.4688	594978.4375	327689.375	783649.125	379033.875	514461.2813	244611.2656	352056.5313	405540.0625	266524.5313	433846.6875	540885.625
AGN29250	"immunoglobulin delta heavy chain variable region, partial"	0.006029446	15133.32422	11948.48145	8207.419922	21914.27344	29588.05078	42366.26563	30439.42969	38178.14063	24765.66992	48106.34375	20858.22266	19767.41602	14538.00391	16913.24805	43187.53516	36974.49609	31673.36523	22626.85742	43379.37109	27452.31641
AGN29253	"immunoglobulin delta heavy chain variable region, partial"	0.002463118	87264.95313	161684.1719	11062.03125	162315.4219	15716.01074	19487.56836	32828.91797	44568.21484	27517.26367	19337.30273	16037.04492	199088.7813	21738.89648	151181.375	18792.30469	21278.11719	35811.11719	53091.875	59495.36719	130508.9141
AGN29254	"immunoglobulin delta heavy chain variable region, partial"	0.00785548	1	1.347474813	1	5963.820801	3328.111084	7011.305664	8622.915039	10845.58691	912.6584473	1	1.664764047	5166.719727	4181.46875	9053.59375	2089.166992	6329.427246	8298.87207	7520.375977	976.2029419	3601.594238
AGN29263	"immunoglobulin gamma heavy chain variable region, partial"	0.008654573	2.597618818	1	1	1	919.2764893	2949.28125	1898.032837	712.7623291	2081.518311	1	867.0114746	1470.821655	1433.057129	1113.315674	1036.248169	2962.406006	2068.223389	1	4404.520508	900.307373
AGN29270	"immunoglobulin gamma heavy chain variable region, partial"	0.002237012	103052.8516	99359.89063	77164.11719	177490.2344	126749.0781	208671.9531	362675.7188	173662.0469	109696	238904.1406	141986.2188	161520.8125	137446.7813	159253.1563	149757.9063	257579.6094	325989.3438	143427.875	227669.0938	194576.2969
AGN29274	"immunoglobulin gamma heavy chain variable region, partial"	0.002463118	144576.75	126502.2656	126508.7656	401235.25	132275.1094	207961.3281	446578.1563	229865.75	178078.3906	315477.5625	238321.5469	146936.5156	177578.3281	387209.2813	126024.4531	283410.2188	510518.0625	246558.125	230077.6094	263180.75
AGN29276	"immunoglobulin gamma heavy chain variable region, partial"	0.002877094	369529.6875	576674.1875	549262.9375	2348521.5	523966.125	1183175.75	1258286.25	1651200.375	372607.1563	763228.25	736349.4375	1052357.5	1150484.25	1397259.5	686473.6875	1110070.5	1203948.875	2092016.25	1064310.5	984873.625
AGN29277	"immunoglobulin gamma heavy chain variable region, partial"	0.002463118	3208.103027	1655.507202	1796.276978	9900.560547	3754.932861	9087.871094	8981.239258	6447.163086	8950.248047	8533.101563	6830.979492	5469.853027	3820.304688	6100.669434	3905.24585	10119.36621	12226.07813	6771.333008	11305.54102	4481.117676
AGN29281	"immunoglobulin epsilon heavy chain variable region, partial"	0.002463118	7880.439941	4211.070313	6161.683105	8337.604492	9046.59375	14771.08887	18552.08984	20195.02734	9585.638672	22770.76172	15516.79004	4570.96582	6062.5625	9180.382813	12059.13477	12184.85156	42962.80859	21974.39844	20332.78711	17525.69336
AGN29284	"immunoglobulin epsilon heavy chain variable region, partial"	0.002463118	94054.89063	89487.92188	61087.91016	112717.2656	91161.51563	123641.5625	289876.6875	125630.0781	90972.71094	98548.55469	141736.3594	209783.2813	150309.9063	103470.75	83518.10938	124548.0156	350218.375	135151.0938	165268.8906	90012.36719
AGN29286	"immunoglobulin epsilon heavy chain variable region, partial"	0.002201881	89790.40625	54802.32422	56979.88281	137298.3281	94157.25	156720.0625	186662.0156	145137.2031	76782.92188	97611.58594	110933.5469	84011.04688	80626.77344	126591.8203	77258.70313	143211.5625	195297.3906	119950.7188	153264.8594	105783.75
AGN29287	"immunoglobulin epsilon heavy chain variable region, partial"	0.002463118	9349.140625	6197.001465	4767.527832	9387.287109	7367.088379	5035.313965	14107.95703	9931.118164	6028.501465	10411.68262	9585.78418	12231.48242	7872.576172	10486.58887	7935.741211	5122.660156	9015.348633	8070.153809	18961.07031	8391.368164
AGN29289	"immunoglobulin epsilon heavy chain variable region, partial"	0.005441605	13217.03613	26266.28516	11246.84473	24719.12891	23231.01758	17382.71875	21245.74609	9876.564453	16127.62988	47614.73438	17862.90625	30674.04297	14492.82617	20421.23047	21122.95898	19031.39844	18725.27344	5355.442383	28970.03516	38001.15234
AGN29291	"immunoglobulin epsilon heavy chain variable region, partial"	0.002463118	22848.77344	24424.32617	22704.95898	38084.13281	31545.66211	25888.58789	47521.15234	40138.51953	13636.83398	44801.69531	28942.17969	52362.58594	40569.71094	41304.04688	36285.28125	8762.614258	48253.45313	37787.57813	14752.9209	25569.15039
AGN29292	"immunoglobulin epsilon heavy chain variable region, partial"	0.009041518	1	1	1	6671.327637	19139.68359	7787.607422	4975.95752	2681.954346	876.0205078	6747.886719	1802.795044	1508.252808	1300.940674	7899.558594	35337.125	9133.34668	3016.57251	1	1	5191.864746
AGN29294	"immunoglobulin epsilon heavy chain variable region, partial"	0.002463118	26836.95898	10576.58887	16610.86719	30095.86328	33568.90625	12925.03125	9500.77832	19170.60938	38736.85547	52792.89844	28720.46289	19751.78906	24702.63086	26489.41016	29534.77344	13689.33105	10154.33789	13459.84082	88736.64844	35825.17969
AGN29295	"immunoglobulin epsilon heavy chain variable region, partial"	0.002693819	10937.76855	4276.950195	4583.866699	20745.08008	7442.055176	17313.93359	24583.62695	30327.77734	12273.9043	27066.04297	10166.47559	6876.240234	12915.24512	12680.5	14390.20898	19768.70313	22412.95703	22485.40234	23576.5293	26933.86914
AGN29296	"immunoglobulin epsilon heavy chain variable region, partial"	0.002463118	61442.83594	20250.03125	80845.3125	81755.32813	11720.36035	33497.5625	102653.4766	30312.66992	63752.45313	24622.75391	14122.42578	50159.4375	101060.7109	67387.0625	8963.936523	25457.51563	104719.4766	37296.55078	218217.625	36640.30859
AGN29298	"immunoglobulin epsilon heavy chain variable region, partial"	0.002463118	17505.55273	3604.115234	14646.90332	43776.63672	14246.82813	26716.04688	35294.01563	27505.58398	13610.12988	55852.60156	33405.27344	18925.08789	19994.60742	29447.67383	35143.83203	30770.33398	34499.64453	31127.95508	24471.1582	20165.55469
AGN29301	"immunoglobulin alpha heavy chain variable region, partial"	0.002463118	2059.443604	7153.598145	6294.84082	14810.68164	6066.932617	2761.755371	5512.726074	2482.072754	7936.782227	33545.53125	5535.566406	6620.755859	5773.282227	10822.87891	6996.467285	1857.71521	9158.058594	1050.867188	18425.71484	21715.72461
AGN29302	"immunoglobulin alpha heavy chain variable region, partial"	0.002381562	18970.36328	19207.35352	22337.58398	33597.34766	73045.32813	21126.33203	20831.13672	19959.06641	54272.76953	49382.51953	29076.46875	36372.62891	41839.21094	30045.23633	76932.78125	46071.48438	22064.80078	10684.16699	94272.03125	38608.48828
AGN29308	"immunoglobulin alpha heavy chain variable region, partial"	0.002463118	18851.59375	14641.29883	37217.87891	22044.20703	15822.88281	15336.30078	19233.59766	24520.13672	39781.6875	82381.125	26457.05273	112516.875	46812.94531	17688.63867	25696.78516	19131.50391	16455.94141	11539.15137	72584.78125	45805.08594
AGN29310	"immunoglobulin alpha heavy chain variable region, partial"	0.002463118	12517.66699	16654.12695	10295.4707	20835.70313	19381.2207	37550.97266	73343.99219	40701.61328	35394.82813	29273.99609	20533.71289	22464.84766	16369.58789	16829.64648	19270.60547	40732.46484	71692.94531	31395.75	60934.52734	12926.43164
AGN29314	"immunoglobulin alpha heavy chain variable region, partial"	0.005441605	14950.28809	8325.693359	5175.355469	29930.67578	4453.652344	2359.483887	4546.779297	4307.768555	4473.006348	11010.58984	12465.31152	17052.81641	14119.19629	29185.67773	5030.398438	3553.054199	8410.926758	3395.994141	12418.63965	11074.40137
AGN29316	"immunoglobulin alpha heavy chain variable region, partial"	0.009299746	7680.575684	3941.039551	3463.634277	7651.134766	6259.66748	5400.715332	5407.729492	2033.593506	5724.533203	4896.445801	7165.030273	7322.51709	2606.211426	755.0792236	6453.718262	4166.817383	5251.85791	8039.859375	23317.54688	4025.071045
AIE42703	"immunoglobulin heavy chain variable region, partial"	0.002463118	4485.713379	6043.723633	3851.12207	9909.292969	2234.381592	17443.44922	14627.00195	20051.42383	14944.07422	42695.25781	8766.457031	5146.63916	7063.422852	6395.32959	3014.686279	8311.208984	7179.562012	6955.529785	6559.438965	17123.17578
G3N188	Uncharacterized protein OS=Bos taurus OX=9913	0.002463118	74261.27344	30183.83008	19555.3457	24553.90625	15861.09863	47126.19141	32246.56055	29945.86914	12396	51508.5625	42303.10547	18047.4082	21963.88672	26409.03125	21846.85352	31745.58398	41677.60156	27758.39844	40017.79688	44165.5625
